KT	Inst	Adr	Ort	Typ	RWStatus	Akt	SL	WB	AnzStand	SA	PtageStatT	AustStatT	NeugStatT	Ops	Gebs	CMIb	CMIn	pPatWAU	pPatWAK	pPatLKP	pPatHOK	PersA	PersP	PersMT	PersT	PersAFall	PersPFall	PersMTFall	PersTFall	AnzBelA	AnzBelP	AwBesold	AwInvest	AwSonst	AwT	EtMedL	EtSonst	EtSubv	FiErg	PtageStatA	AustStatA	BettenStatA	DADStatA	pBettenBelStatA	KostAmbA	KostOKPAmbA	KostStatA	KostKVGStatA	AnlKVGStatA	KostZvOKPStatA	AnlZvOKPStatA	KostLangA	AuftragLFA	ErlAmbA	ErlOKPAmbA	ErlStatA	ErlKVGStatA	ErlKVGStatVA	ErlZvOKPStatA	ErlZvOKPStatVA	ErlLangA	PtageStatP	AustStatP	BettenStatP	DADStatP	pBettenBelStatP	KostAmbP	KostOKPAmbP	KostStatP	KostKVGStatP	AnlKVGStatP	KostZvOKPStatP	AnlZvOKPStatP	KostLangP	AuftragLFP	ErlAmbP	ErlOKPAmbP	ErlStatP	ErlKVGStatP	ErlKVGStatVP	ErlZvOKPStatP	ErlZvOKPStatVP	ErlLangP	PtageStatR	AustStatR	BettenStatR	DADStatR	pBettenBelStatR	KostAmbR	KostOKPAmbR	KostStatR	KostKVGStatR	AnlKVGStatR	KostZvOKPStatR	AnlZvOKPStatR	KostLangR	AuftragLFR	ErlAmbR	ErlOKPAmbR	ErlStatR	ErlKVGStatR	ErlKVGStatVR	ErlZvOKPStatR	ErlZvOKPStatVR	ErlLangR	PtageStatB	AustStatB	BettenStatB	DADStatB	pBettenBelStatB	KostAmbB	KostOKPAmbB	KostStatB	KostKVGStatB	AnlKVGStatB	KostZvOKPStatB	AnlZvOKPStatB	KostLangB	AuftragLFB	ErlAmbB	ErlOKPAmbB	ErlStatB	ErlKVGStatB	ErlKVGStatVB	ErlZvOKPStatB	ErlZvOKPStatVB	ErlLangB
SO	Solothurner Spitäler AG	Schöngrünstrasse 36a	4500 Solothurn	K112	oeff	A, P, R	NF, IPS	MSt, Arzt, BGs	8	MRI, CT, CC, Lito	253176	26372	1136	20	NA	NA	NA	0.4762	12.0503	20.3546	94.6191	406.91	1140.44	NA	2970.72	1.542962233	4.324435007	NA	11.26467465	25	NA	309107000	52518000	102625000	464250000	229783000	21390000	223407000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SO	Privatklinik Obach	Leopoldstrasse 5	4500 Solothurn	K123	priv	A		Arzt, BGs	1		9944	2878	455	3	NA	0.767	0.769	0.0615	12.65	33.4974	93.9403	0.1	39.6	NA	100.2	0.003474635	1.375955525	NA	3.481584434	40	NA	16480000	1459000	7819000	25758000	25963000	29000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SO	Klinik Pallas	Louis Giroud­Strasse 20	4600 Olten	K235	priv	A		MSt, Arzt, BGs	1	Lito	1030	660	0	3	NA	NA	NA	0	38.3582	18.3582	86.7164	18.5	15.29	NA	58.29	2.803030303	2.316666667	NA	8.831818182	19	NA	9504000	866000	3372000	13742000	13982000	0	114000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SZ	Spital Schwyz	Waldeggstrasse 10	6430 Schwyz	K122	oeff	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT	33486	5831	409	3	NA	0.802	0.835	0.8879	6.7349	18.6142	91.4064	50.9	179.99	NA	427.83	0.872920597	3.086777568	NA	7.337163437	11	NA	42724000	596000	18972000	62292000	39060000	1812000	21841000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SZ	Spital Lachen	Oberdorfstrasse 41	8853 Lachen SZ	K122	oeff	A	NF, IPS	MSt, Arzt, BGs	1	MRI, CT	28796	5469	385	4	NA	0.789	0.823	0.5755	9.142	20.2945	92.3155	72.16	142.15	NA	422.21	1.319436826	2.599195465	NA	7.720058512	17	NA	45028000	2005000	22418000	69451000	47044000	5137000	17017000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SZ	Regionalspital Einsiedeln	Spitalstrasse 28	8840 Einsiedeln	K123	oeff	A	NF	Arzt, BGs	1	CT	13328	3097	230	2	NA	0.762	0.747	0.6835	9.1263	16.9391	84.5468	15.75	75.8	NA	185.5	0.508556668	2.447529868	NA	5.98966742	15	NA	17345000	2297000	12590000	32232000	20135000	1379000	11005000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SZ	Aeskulap­Klinik	Gersauerstrasse 8	6440 Brunnen	K123	priv	A		BGs	1		3383	182	0	0	NA	0.635	1.42	6.9149	93.1429	52.6596	90.9574	21.75	10.7	NA	120.75	11.95054945	5.879120879	NA	66.34615385	0	NA	11303000	1497000	6271000	19071000	17434000	350000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen	Waldeggstrasse 8a	8500 Frauenfeld	K112	oeff	A	NF, IPS	Arzt, BGs	2	MRI, CT, CC, LB	143162	21066	1776	15	NA	0.833	0.886	0.9479	5.9621	15.8166	94.0315	258.72	473.27	NA	1568.19	1.228140131	2.246605905	NA	7.444175449	26	NA	189578000	24840000	76659000	291077000	194207000	14097000	91177000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Klinik Seeschau AG	Bernrainstrasse 17	8280 Kreuzlingen	K123	priv	A			1		5665	1096	88	3	NA	0.762	0.781	2.0185	5.4936	66.106	73.9277	2.5	19.6	NA	51	0.22810219	1.788321168	NA	4.653284672	15	NA	8831000	1990000	4231000	15052000	15611000	79000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Spital Thurgau AG Psychiatrische Klinik Münsterlingen	Postfach	8596 Münsterlingen	K211	oeff	P		Arzt, BGs	1		74191	1597	0	0	NA	NA	NA	0.6087	5.4009	0	0	62.45	163.23	NA	375.46	3.910457107	10.22103945	NA	23.51033187	0	NA	40001000	4437000	8683000	53121000	22756000	2816000	21943000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Clienia Littenheid AG Klinik für Psychiatrie und Psychotherapie		9573 Littenheid	K211	priv	P		Arzt, BGs	1		72294	1175	0	0	NA	NA	NA	2.4408	55.0417	10.355	96.7456	49.7	183.15	NA	360.66	4.229787234	15.58723404	NA	30.69446809	0	NA	34383000	5388000	6773000	46544000	40813000	2464000	3400000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Klinik Aadorf AG Klinische Psychotherapie	Fohrenbergstrasse 23	8355 Aadorf	K212	priv	P		Arzt, BGs	1		18050	295	0	0	NA	NA	NA	1.3029	83.4983	36.1564	100	14.5	20.9	NA	60.4	4.915254237	7.084745763	NA	20.47457627	0	NA	5921000	780000	1612000	8313000	8582000	159000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Klinik Schloss Mammern		8265 Mammern	K221	priv	A, R		Arzt, BGs	1	CT	32779	1727	0	0	NA	NA	NA	3.5373	75.9022	87.872	99.8877	5.3	51.25	NA	212.38	0.306890562	2.967573827	NA	12.29762594	0	NA	17555000	4324000	7009000	28888000	28004000	1754000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Humaine Klinik Zihlschlacht AG Neurorehabilitation 	Hauptstrasse 2­4	8588 Zihlschlacht	K221	priv	R		Arzt, BGs	1		30672	634	0	0	NA	NA	NA	2.1038	65.043	34.3619	65.3576	13.5	114.9	NA	242.9	2.129337539	18.12302839	NA	38.31230284	0	NA	19039000	3768000	8309000	31116000	32416000	731000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	kneipp­hof Dussnang AG Rehabilitationsklinik	Kurhausstrasse 34	8374 Dussnang	K221	priv	R		BGs	1		21194	1302	0	0	NA	NA	NA	0.4919	81.0028	37.5966	98.7351	3	15.5	NA	68.53	0.230414747	1.19047619	NA	5.26344086	3	NA	5539000	490000	1557000	7586000	7421000	123000	42000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Spital Thurgau AG Klinik St. Katharinental	St. Katharinental	8253 Diessenhofen	K221	oeff	R		Arzt, BGs	1		18439	952	0	0	NA	NA	NA	0.5192	21.3987	19.3146	93.3541	7.2	29.54	NA	93.55	0.756302521	3.102941176	NA	9.826680672	0	NA	10509000	1338000	2620000	14467000	8603000	1005000	4857000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Bindersgartenklinik AG Nachbehandlungsklinik	Im Bindersgarten 3	8274 Tägerwilen	K221	priv	R		BGs	1		6001	146	0	0	NA	NA	NA	0.625	1.2579	11.875	100	0	16.9	NA	18.4	0	11.57534247	NA	12.60273973	0	NA	1329000	52000	293000	1674000	1742000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Tertianum Neutal AG	Seestrasse 78	8267 Berlingen	K221	priv	R			1		2034	124	0	0	NA	NA	NA	0	27.1739	21.7391	100	0.01	3.1	NA	3.81	0.008064516	2.5	NA	3.072580645	1	NA	702000	32000	67000	801000	613000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Herz­Neuro­Zentrum Bodensee AG	Weinbergstrasse 1	8280 Kreuzlingen	K231	priv	A	NF, IPS	Arzt, BGs	1		8841	1655	0	2	NA	1.828	1.794	3.7037	4.2949	22.284	95.1235	34.8	81.45	NA	195.4	2.102719033	4.921450151	NA	11.80664653	0	NA	16208000	2315000	13762000	32285000	31570000	429000	6.00E+05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TG	Venenklinik Bellevue	Brückenstrasse 9	8280 Kreuzlingen	K231	priv	A			1		906	536	0	2	NA	0.539	0.55	2.1786	27.8396	25.0545	100	5	11.25	NA	27.25	0.932835821	2.098880597	NA	5.083955224	0	NA	3340000	883000	1305000	5528000	5445000	148000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	EOC Ente ospedaliero cantonale	Viale Officina 3	6500 Bellinzona	K112	oeff	A, R	NF, IPS	Arzt, BGs	9	MRI, CT, PET, CC, LB, Lito	281740	38063	1738	22	NA	NA	NA	4.3734	4.6019	20.7394	93.6716	461.2	1450.9	NA	3234.94	1.21167538	3.811838268	NA	8.498909702	201	NA	354674000	39318000	156440000	550432000	342501000	11489000	196597000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Luganese SA Sede Moncucco	Via Moncucco 10	6900 Lugano	K122	priv	A	NF	MSt, Arzt, BGs	1	MRI, CT, LB, Lito	34869	4655	0	4	NA	0.842	0.903	3.3312	0.5487	36.5372	93.5498	29.55	151.61	NA	304.1	0.634801289	3.256928034	NA	6.532760473	0	NA	31528000	4983000	14526000	51037000	50416000	1669000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Santa Chiara SA	Via Stefano Franscini 4	6600 Locarno	K122	priv	A	NF	MSt, Arzt, BGs	1	CT	22491	3393	216	3	NA	0.709	0.774	2.1382	4.6218	18.284	95.614	13.3	96.25	NA	187.97	0.391983495	2.836722664	NA	5.539935161	57	NA	19064000	1341000	7616000	28021000	23722000	1464000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Salus Medica Clinic SA Clinica Sant'Anna	Via Sant'Anna 1	6924 Sorengo	K122	priv	A	NF	BGs	1	MRI, CT	18062	3965	876	4	NA	0.557	0.616	3.6756	1.0232	34.6201	87.2485	16.7	99.3	NA	204.8	0.421185372	2.504413619	NA	5.16519546	58	NA	18290000	3593000	15891000	37774000	36854000	369000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica Luganese SA Sede San Rocco	Via Soldino 30	6900 Lugano	K123	priv	A		MSt, BGs	1		23443	1469	0	0	NA	0.74	1.069	3.0007	0.7397	26.2883	96.7384	2.5	54.35	NA	92.53	0.170183799	3.699795779	NA	6.29884275	0	NA	7098000	549000	2887000	10534000	9770000	247000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Ospedale Malcantonese Fondazione Giuseppe Rossi		6980 Castelrotto	K123	priv	A, P	NF	MSt, BGs	1		17484	703	0	0	NA	0.646	1.517	1.0681	0.8097	18.9586	99.3324	8	31.25	NA	68.46	1.137980085	4.445234708	NA	9.73826458	14	NA	5724000	355000	1056000	7135000	6703000	380000	75000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica fondazione G. Varini	Via Consiglio Mezzano 38	6644 Orselina	K123	priv	A, R		Arzt, BGs	1		15673	756	0	0	NA	0.65	1.697	0.5031	1.6435	26.7925	99.7484	3.6	27.68	NA	49.5	0.476190476	3.661375661	NA	6.547619048	0	NA	4924000	589000	915000	6428000	5810000	147000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Cardiocentro Ticino (CCT)	Via Tesserete 48	6900 Lugano	K123	priv	A	IPS	Arzt, BGs	1	MRI	9886	2847	0	2	NA	NA	NA	4.2293	3.9051	24.0126	95.0017	55.6	94	NA	252.42	1.952932912	3.30172111	NA	8.866174921	4	NA	28162000	2880000	32484000	63526000	59365000	2926000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TI	Clinica psichiatrica cantonale	Via Agostino Maspoli	6850 Mendrisio	K211	oeff	P		Arzt, BGs	1		45901	1160	0	0	NA	NA	NA	3.5439	3.4345	0	95.7627	25.8	127.21	NA	216.18	2.224137931	10.96637931	NA	18.6362069	0	NA	21828000	176000	3229000	25233000	9876000	1197000	14160000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
